Month,PR Number,Order Date,Vendor,Product Name,Variant,SKU Suffix,SKU,Qty
"May 2026","PR-0003","2026-05-19","Scoobe Pets Products","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Blue","UFOBALL-3","TH-198-UFOBALL-3",24
"May 2026","PR-0003","2026-05-19","Scoobe Pets Products","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Red","UFOBALL-4","TH-198-UFOBALL-4",24
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FlarePlaid Harness for Cats & Dogs | No-Pull, Breathable & Secure Comfort with a Stylish Plaid Design","Default Title","FLAREPLAIDHARNESS","TH-254-FLAREPLAIDHARNESS",2
"May 2026","PR-0016","2026-05-22","Shree Radhe International","Flexibristle – Tangle-Free Pet Brush with Soft Bristles & Easy Grip","Default Title","FLEBRU","TH-006-FLEBRU",12
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FlippyFish Toy | Smart Motion Play for Cats That Triggers Natural Hunting Instincts","Default Title","FLIPPYFISHTOY","TH-285-FLIPPYFISHTOY",44
"May 2026","PR-0049","2026-05-22","Big Time Enterprises","FloorGuard Mat | Mess-Free Meals | Secure & Easy to Clean","Default Title","FLOORGUARD","TH-128-FLOORGUARD",10
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","FloorGuard Mat | Mess-Free Meals | Secure & Easy to Clean","Default Title","FLOORGUARD","TH-128-FLOORGUARD",6
"May 2026","PR-0024","2026-05-22","Maple Pets International Private Limited","FlowMate Fountain – Fresh Water, Happy Pets","Default Title","FLOWFOUNTAIN","TH-189-FLOWFOUNTAIN",7
"May 2026","PR-0019","2026-05-22","99 Enterprises","FluffMist Pet Brush – Mist Grooming & Detangling Tool","Default Title","MISTBRU","TH-037-MISTBRU",345
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","FoamFlow Bath Brush - 2 in 1 Pet Massage Brush with Shampoo Dispenser","Default Title","FOAMFLOWBRUSH","TH-268-FOAMFLOWBRUSH",10
"May 2026","PR-0001","2026-05-16","Scoobe Pets Products","FoamFlow Bath Brush - 2 in 1 Pet Massage Brush with Shampoo Dispenser","Default Title","FOAMFLOWBRUSH","TH-268-FOAMFLOWBRUSH",12
"May 2026","PR-0035","2026-05-22","District99","FOLIO","Default Title","FOLIO","URTH-002-FOLIO",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 24","FROSTFITJACKET-24-GRAY","TH-233-FROSTFITJACKET-24-GRAY",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 20","FROSTFITJACKET-20-GRAY","TH-233-FROSTFITJACKET-20-GRAY",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 18","FROSTFITJACKET-18-GRAY","TH-233-FROSTFITJACKET-18-GRAY",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 16","FROSTFITJACKET-16-GRAY","TH-233-FROSTFITJACKET-16-GRAY",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 14","FROSTFITJACKET-14-GRAY","TH-233-FROSTFITJACKET-14-GRAY",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 12","FROSTFITJACKET-12-GRAY","TH-233-FROSTFITJACKET-12-GRAY",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 10","FROSTFITJACKET-10-GRAY","TH-233-FROSTFITJACKET-10-GRAY",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 26","FROSTFITJACKET-26-BLACK","TH-233-FROSTFITJACKET-26-BLACK",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 24","FROSTFITJACKET-24-BLACK","TH-233-FROSTFITJACKET-24-BLACK",3
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 22","FROSTFITJACKET-22-BLACK","TH-233-FROSTFITJACKET-22-BLACK",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 20","FROSTFITJACKET-20-BLACK","TH-233-FROSTFITJACKET-20-BLACK",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 18","FROSTFITJACKET-18-BLACK","TH-233-FROSTFITJACKET-18-BLACK",3
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 16","FROSTFITJACKET-16-BLACK","TH-233-FROSTFITJACKET-16-BLACK",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 12","FROSTFITJACKET-12-BLACK","TH-233-FROSTFITJACKET-12-BLACK",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 10","FROSTFITJACKET-10-BLUE","TH-233-FROSTFITJACKET-10-BLUE",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 12","FROSTFITJACKET-12-BLUE","TH-233-FROSTFITJACKET-12-BLUE",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 14","FROSTFITJACKET-14-BLUE","TH-233-FROSTFITJACKET-14-BLUE",3
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 16","FROSTFITJACKET-16-BLUE","TH-233-FROSTFITJACKET-16-BLUE",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 18","FROSTFITJACKET-18-BLUE","TH-233-FROSTFITJACKET-18-BLUE",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 22","FROSTFITJACKET-22-BLUE","TH-233-FROSTFITJACKET-22-BLUE",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 24","FROSTFITJACKET-24-BLUE","TH-233-FROSTFITJACKET-24-BLUE",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Blue × 26","FROSTFITJACKET-26-BLUE","TH-233-FROSTFITJACKET-26-BLUE",9
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Black × 10","FROSTFITJACKET-10-BLACK","TH-233-FROSTFITJACKET-10-BLACK",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 26","FROSTFITJACKET-26-GRAY","TH-233-FROSTFITJACKET-26-GRAY",7
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FrostFit Jacket – Warm, Stylish & Winter-Ready Denim Wear for Pets","Gray × 22","FROSTFITJACKET-22-GRAY","TH-233-FROSTFITJACKET-22-GRAY",4
"May 2026","PR-0016","2026-05-22","Shree Radhe International","FurAway Luxe Roller","Default Title","FURLUXE","TH-035-FURLUXE",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FurAway Roller – Pet Hair & Lint Remover","Default Title","FROLL","TH-007-FROLL",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FurEase Click Brush | Pet Grooming Brush | One Glide, Total Shine","Default Title","CLIBRU","TH-008-CLIBRU",2
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","FurEase Click Brush | Pet Grooming Brush | One Glide, Total Shine","Default Title","CLIBRU","TH-008-CLIBRU",3
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","FurFree Roller – Instant Pet Hair Remover with 2 Refill Rolls","Default Title","FURROLLER","TH-317-FURROLLER",8
"May 2026","PR-0027","2026-05-22","Kara Creations","FurSplash Glove – 2-in-1 Bathing Glove & Shower Scrubber | Includes Tick & Flea Shampoo","Default Title","SPLASH","TH-059-SPLASH",5
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FurSwipe Glove | Quick Fur Removal & Fabric-Safe Cleaning for Pets","Default Title","FURSWIPEGLOVE","TH-215-FURSWIPEGLOVE",36
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FusionGrip Harness – 2-in-1 Dog Harness with Retractable Leash","XS","FUSIONHARNESS-1","TH-348-FUSIONHARNESS-1",43
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FusionGrip Harness – 2-in-1 Dog Harness with Retractable Leash","XS","FUSIONHARNESS-1","TH-348-FUSIONHARNESS-1",41
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FusionGrip Harness – 2-in-1 Dog Harness with Retractable Leash","XS","FUSIONHARNESS-1","TH-348-FUSIONHARNESS-1",31
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FusionGrip Harness – 2-in-1 Dog Harness with Retractable Leash","XS","FUSIONHARNESS-1","TH-348-FUSIONHARNESS-1",26
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","FusionGrip Harness – 2-in-1 Dog Harness with Retractable Leash","XS","FUSIONHARNESS-1","TH-348-FUSIONHARNESS-1",29
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","GarbaGlow Kurta – Festive Flair & Comfortable Fit | Easy Velcro Closure","XS","GARBAKURTA-XS","TH-154-GARBAKURTA-XS",4
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","GarbaGlow Kurta – Festive Flair & Comfortable Fit | Easy Velcro Closure","S","GARBAKURTA-S","TH-154-GARBAKURTA-S",3
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","GarbaGlow Kurta – Festive Flair & Comfortable Fit | Easy Velcro Closure","M","GARBAKURTA-M","TH-154-GARBAKURTA-M",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","GarbaGlow Kurta – Festive Flair & Comfortable Fit | Easy Velcro Closure","L","GARBAKURTA-L","TH-154-GARBAKURTA-L",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","GarbaGlow Kurta – Festive Flair & Comfortable Fit | Easy Velcro Closure","XL","GARBAKURTA-XL","TH-154-GARBAKURTA-XL",3
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","GarbaGlow Kurta – Festive Flair & Comfortable Fit | Easy Velcro Closure","XXL","GARBAKURTA-XXL","TH-154-GARBAKURTA-XXL",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","GarbaGlow Kurta – Festive Flair & Comfortable Fit | Easy Velcro Closure","XXXL","GARBAKURTA-XXXL","TH-154-GARBAKURTA-XXXL",4
"May 2026","PR-0036","2026-05-22","ABK IMPORTS","GnawBloom | Teething Toy with Textured Top & Built-In Squeak","Default Title","GNAWBLOOM","ST-026-GNAWBLOOM",5
"May 2026","PR-0030","2026-05-22","Foodie Puppies Group","GnawMonkey Rope Toy | Chew, Tug & Play | Fun for Healthy Teeth","Default Title","ROPETOY","TH-136-ROPETOY",20
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","GripEase Freedom Leash | Adjustable Dog Leash | Retractable Pet Leash","Default Title","GRIPEASE","TH-076-GRIPEASE",21
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Gripster Shoes | Anti-Slip Paw Protection | Comfort & Safety in Every Step","XS","GRIPSTERSHOES-XS","TH-196-GRIPSTERSHOES-XS",2
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Gripster Shoes | Anti-Slip Paw Protection | Comfort & Safety in Every Step","S","GRIPSTERSHOES-S","TH-196-GRIPSTERSHOES-S",5
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Gripster Shoes | Anti-Slip Paw Protection | Comfort & Safety in Every Step","L","GRIPSTERSHOES-L","TH-196-GRIPSTERSHOES-L",1
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Gripster Shoes | Anti-Slip Paw Protection | Comfort & Safety in Every Step","XL","GRIPSTERSHOES-XL","TH-196-GRIPSTERSHOES-XL",5
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Gripster Shoes | Anti-Slip Paw Protection | Comfort & Safety in Every Step","XXL","GRIPSTERSHOES-XXL","TH-196-GRIPSTERSHOES-XXL",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","GroomEase Glove - Tilting Heads","Default Title","GREAGLO","TH-044-GREAGLO",6
"May 2026","PR-0016","2026-05-22","Shree Radhe International","GroomEase Glove - Tilting Heads","Default Title","GREAGLO","TH-044-GREAGLO",5
"May 2026","PR-0027","2026-05-22","Kara Creations","GroveElephant Plush Toy – Double Squeaks, Endless Fun & Stress-Free Play!","Default Title","ELEPHANTTOY","TH-139-ELEPHANTTOY",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","Guardian Grip Boots – Paw Protection & Comfort Wear for Small Pets","XXS","GUARDIANBOO-XXS","TH-148-GUARDIANBOO-XXS",3
"May 2026","PR-0010","2026-05-22","Companion Neesds","Guardian Grip Boots – Paw Protection & Comfort Wear for Small Pets","XS","GUARDIANBOO-XS","TH-148-GUARDIANBOO-XS",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","Guardian Grip Boots – Paw Protection & Comfort Wear for Small Pets","L","GUARDIANBOO-L","TH-148-GUARDIANBOO-L",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Halo Pet Carrier Bag - Breathable Ventilation, Lightweight Travel Carrier for Small Dogs & Cats| Comfortable & Secure Transport| Upto 7 kgs","Default Title","HALOCARRIER","TH-102-HALOCARRIER",5
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Heart Pop Tie – Pack of 8 Stylish Ties for Dogs & Cats","Default Title","HEARTPOPTIE","TH-307-HEARTPOPTIE",4
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","Heart Stealer T-Shirt – Printed Cotton T-Shirt for Small Pets","Default Title","HEARTSTEALER","TH-305-HEARTSTEALER",9
"May 2026","PR-0064","2026-05-30","Drontika India","Herbal Blend Pet Coat Conditioner | For Shiny, Silky-Smooth Fur for Dogs & Cats","Default Title","CONDITIONER","TH-090-CONDITIONER",52
"May 2026","PR-0028","2026-05-22","Drontika India","Herbal Blend Pet Coat Conditioner | For Shiny, Silky-Smooth Fur for Dogs & Cats","Default Title","CONDITIONER","TH-090-CONDITIONER",9
"May 2026","PR-0028","2026-05-22","Drontika India","Herbal Coat Therapy Oil | Stress Relief & Relaxation | Natural, Safe Formulation for Dogs & Cats","Default Title","THERAPYOIL","TH-091-THERAPYOIL",48
"May 2026","PR-0026","2026-05-22","Kanu Brush Care Private Limited","Heritage Shaving Brush","Brown","HSHB","MNM-006-HSHB",10
"May 2026","PR-0026","2026-05-22","Kanu Brush Care Private Limited","Heritage Shaving Brush","Brown","HSHB","MNM-006-HSHB",21
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","HideNZoom 3-Way Cat Tunnel – Foldable Fun for Playful Cats","Default Title","HIDENZOOMTUNNEL","TH-225-HIDENZOOMTUNNEL",10
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","Hover Chase | Interactive LED Toy with Auto & Remote Mode | Boosts Play & Bonding","Default Title","HOVERCHASE","TH-236-HOVERCHASE",18
"May 2026","PR-0002","2026-05-18","Big Time Enterprises","Hover Chase | Interactive LED Toy with Auto & Remote Mode | Boosts Play & Bonding","Default Title","HOVERCHASE","TH-236-HOVERCHASE",10
"May 2026","PR-0046","2026-05-22","Willtech Shaver","Imperium Edge Safety Razor","Gold Classic Grip","IESR","MNM-007-IESR",23
"May 2026","PR-0046","2026-05-22","Willtech Shaver","Imperium Edge Safety Razor","Gold Classic Grip","IESR","MNM-007-IESR",2
"May 2026","PR-0063","2026-05-28","Shree Radhe International","JerHigh Carrot Stick Dog Treat with Real Chicken Meat 70gm","Default Title","CARROT","TH-298-CARROT",2
"May 2026","PR-0063","2026-05-28","Shree Radhe International","JerHigh Strawberry Stick Dog Treats with Real Chicken Meat 70gm","Pack of 1 (1x70gm)","BERRY-P1","TH-299-BERRY-P1",5
"May 2026","PR-0063","2026-05-28","Shree Radhe International","JerHigh Strawberry Stick Dog Treats with Real Chicken Meat 70gm","Pack of 3 (3x70gm)","BERRY-P3","TH-299-BERRY-P3",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","JoyBall – The Ultimate Giggle Toy for Happy, Healthy Dogs!","S","JOYBALL-S","TH-124-JOYBALL-S",22
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Black × M","K9HARNESS-BL-M","TH-103-K9HARNESS-BL-M",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Black × L","K9HARNESS-BL-L","TH-103-K9HARNESS-BL-L",5
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Black × XL","K9HARNESS-BL-XL","TH-103-K9HARNESS-BL-XL",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Brown × M","K9HARNESS-BR-M","TH-103-K9HARNESS-BR-M",8
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Brown × L","K9HARNESS-BR-L","TH-103-K9HARNESS-BR-L",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","K9 Harness | Controlled Grip | Tactical Gear For Dogs","Brown × XL","K9HARNESS-BR-XL","TH-103-K9HARNESS-BR-XL",8
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","KittyTrim Nail Cutter | Safe, Gentle & Easy Grooming for Cats","Default Title","KITTYNAILCUTTER","TH-216-KITTYNAILCUTTER",9
"May 2026","PR-0027","2026-05-22","Kara Creations","LaserPlay Collar | Active Chase Stimulation | Interactive Toy For Cats","Default Title","LASERCOLLAR","TH-365-LASERCOLLAR",17
"May 2026","PR-0060","2026-05-27","Smarty Pet","Lather Loop Brush","Blue","LOOPBRUSH-BLUE","TH-378-LOOPBRUSH-BLUE",5
"May 2026","PR-0060","2026-05-27","Smarty Pet","Lather Loop Brush","Pink","LOOPBRUSH-PINK","TH-378-LOOPBRUSH-PINK",8
"May 2026","PR-0060","2026-05-27","Smarty Pet","Lather Loop Brush","Yellow","LOOPBRUSH-YELLOW","TH-378-LOOPBRUSH-YELLOW",7
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Lemon Pop Shirt – Stylish Cotton Summer Shirt for Pets","XS","LEMONSHIRT-XS","TH-353-LEMONSHIRT-XS",13
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Lemon Pop Shirt – Stylish Cotton Summer Shirt for Pets","S","LEMONSHIRT-S","TH-353-LEMONSHIRT-S",10
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Lemon Pop Shirt – Stylish Cotton Summer Shirt for Pets","M","LEMONSHIRT-M","TH-353-LEMONSHIRT-M",11
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Lemon Pop Shirt – Stylish Cotton Summer Shirt for Pets","L","LEMONSHIRT-L","TH-353-LEMONSHIRT-L",15
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Lemon Pop Shirt – Stylish Cotton Summer Shirt for Pets","XL","LEMONSHIRT-XL","TH-353-LEMONSHIRT-XL",15
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Lemon Pop Shirt – Stylish Cotton Summer Shirt for Pets","XXL","LEMONSHIRT-XXL","TH-353-LEMONSHIRT-XXL",14
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Less People More Dogs Hoodie | Unisex Pet-Parent Essential | Made for Everyday Wear","L","COMPANIONHOODIE-L","TH-259-COMPANIONHOODIE-L",4
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Less People More Dogs Hoodie | Unisex Pet-Parent Essential | Made for Everyday Wear","XS","COMPANIONHOODIE-XS","TH-259-COMPANIONHOODIE-XS",6
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Less People More Dogs Hoodie | Unisex Pet-Parent Essential | Made for Everyday Wear","S","COMPANIONHOODIE-S","TH-259-COMPANIONHOODIE-S",10
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Less People More Dogs Hoodie | Unisex Pet-Parent Essential | Made for Everyday Wear","M","COMPANIONHOODIE-M","TH-259-COMPANIONHOODIE-M",3
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Less People More Dogs Hoodie | Unisex Pet-Parent Essential | Made for Everyday Wear","XL","COMPANIONHOODIE-XL","TH-259-COMPANIONHOODIE-XL",6
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Less People More Dogs Hoodie | Unisex Pet-Parent Essential | Made for Everyday Wear","XXL","COMPANIONHOODIE-XXL","TH-259-COMPANIONHOODIE-XXL",1
"May 2026","PR-0010","2026-05-22","Companion Neesds","Love Bug Romper – Denim Outfit for Small Pets","XL","ROMPER-XL","TH-304-ROMPER-XL",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","Love Bug Romper – Denim Outfit for Small Pets","M","ROMPER-M","TH-304-ROMPER-M",1
"May 2026","PR-0010","2026-05-22","Companion Neesds","Love Bug Romper – Denim Outfit for Small Pets","XL","ROMPER-XL","TH-304-ROMPER-XL",2
"May 2026","PR-0020","2026-05-22","Unique Pet Hub","LumenPool Bed – Cooling Water Bed for Dogs & Cats with Floating Toys | Foldable | Stress-Relieving","Default Title","LUMENPOOL","TH-101-LUMENPOOL",160
"May 2026","PR-0015","2026-05-22","Reelay Ecommerce","LumiRinse Spa Shower | 2-in-1 Sprayer + Grooming Brush","Default Title","LUMIRINSE","TH-111-LUMIRINSE",1
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","Luxe Car Seat Cover – Safe Rides | Mess-Free Travel","Default Title","LUXESEAT","TH-121-LUXESEAT",69
"May 2026","PR-0009","2026-05-22","Cature Shield Pvt Ltd","Luxe Litter Station | Sleek Design | No Smell | Easy Clean","Default Title","LITTER","TH-064-LITTER",1
"May 2026","PR-0050","2026-05-22","Smarty Pet","MajestiBed – Velvet Comfort for Peaceful Pet Sleep","Default Title","MAJESTIBED","TH-226-MAJESTIBED",1
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Mariner Shirt – Stylish Summer Wear for Dogs","XS","MARINER-1","TH-363-MARINER-1",16
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Mariner Shirt – Stylish Summer Wear for Dogs","XS","MARINER-1","TH-363-MARINER-1",15
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Mariner Shirt – Stylish Summer Wear for Dogs","XS","MARINER-1","TH-363-MARINER-1",15
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Mariner Shirt – Stylish Summer Wear for Dogs","XS","MARINER-1","TH-363-MARINER-1",16
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Mariner Shirt – Stylish Summer Wear for Dogs","XS","MARINER-1","TH-363-MARINER-1",13
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Mariner Shirt – Stylish Summer Wear for Dogs","XS","MARINER-1","TH-363-MARINER-1",12
"May 2026","PR-0006","2026-05-22","Arjan Commerce Private Limited","Mealbone Mat | Bone-Shaped, Non-Slip Comfort | Clean Paws, Cozy Floors","Default Title","MEALBONEMAT","TH-199-MEALBONEMAT",15
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Meow Cave – Covered Cat Lounge with Built-in Scratch Board | Safe, Cozy & Enclosed","Default Title","MEOWCAVED","TH-095-MEOWCAVED",4
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Meow Scratch Lounge – Cat Scratcher & Relax Bed","Default Title","SCRATCHLOUNGE","TH-149-SCRATCHLOUNGE",3
"May 2026","PR-0009","2026-05-22","Cature Shield Pvt Ltd","Meowverick Hat – Cute Dress-Up Hat for Stylish Cats","Default Title","MEOWHAT","TH-277-MEOWHAT",1
"May 2026","PR-0027","2026-05-22","Kara Creations","MessGuard Mat – All-Purpose Dirt & Dust Catcher","Gray","MESSGUARDMAT-GRAY","TH-141-MESSGUARDMAT-GRAY",3
"May 2026","PR-0027","2026-05-22","Kara Creations","MessGuard Mat – All-Purpose Dirt & Dust Catcher","Gray","MESSGUARDMAT-GRAY","TH-141-MESSGUARDMAT-GRAY",4
"May 2026","PR-0027","2026-05-22","Kara Creations","MessGuard Mat – All-Purpose Dirt & Dust Catcher","Gray","MESSGUARDMAT-GRAY","TH-141-MESSGUARDMAT-GRAY",14
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Mewsling Carrier Bag – Comfortable Travel for Pets","Default Title","MEWSLINGBAG","TH-227-MEWSLINGBAG",2
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","MindfulMunch Bowl – Interactive Pet Bowl for Healthy Eating","Default Title","MBOW","TH-015-MBOW",16
"May 2026","PR-0027","2026-05-22","Kara Creations","MiniKick Sneakers – Stylish & Comfortable Sneakers for Small Dogs & Cats","1","MINIKICKS-1","TH-350-MINIKICKS-1",2
"May 2026","PR-0027","2026-05-22","Kara Creations","MiniKick Sneakers – Stylish & Comfortable Sneakers for Small Dogs & Cats","1","MINIKICKS-1","TH-350-MINIKICKS-1",3
"May 2026","PR-0027","2026-05-22","Kara Creations","MiniKick Sneakers – Stylish & Comfortable Sneakers for Small Dogs & Cats","1","MINIKICKS-1","TH-350-MINIKICKS-1",3
"May 2026","PR-0027","2026-05-22","Kara Creations","MiniKick Sneakers – Stylish & Comfortable Sneakers for Small Dogs & Cats","1","MINIKICKS-1","TH-350-MINIKICKS-1",4
"May 2026","PR-0027","2026-05-22","Kara Creations","MiniKick Sneakers – Stylish & Comfortable Sneakers for Small Dogs & Cats","1","MINIKICKS-1","TH-350-MINIKICKS-1",3
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","MistCalm Brush | Tangle-Free Mist Grooming for Dogs & Cats","Default Title","MISTCALMBRUSH","TH-287-MISTCALMBRUSH",80
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Moonbeam Nap Pod | Cozy Capsule Bed | Playful Comfort for Cats","Default Title","MOONBEAMNAPPOD","TH-182-MOONBEAMNAPPOD",93
